profile pic,nums/length username,fullname words,nums/length fullname,name==username,description length,external URL,private,#posts,#followers,#follows,fake
1,0.14,3,0.02,0,52,0,1,952,351,196,0
1,0.59,0,0.11,1,18,0,0,3,100,1505,1
1,0.15,3,0.01,1,106,1,1,197,587,882,0
1,0.57,1,0.1,1,11,0,1,11,24,1203,1
1,0.25,2,0.05,0,90,1,1,543,7908,318,0
0,0.63,1,0.07,1,6,0,1,11,17,1974,1
1,0.11,1,0.1,0,21,0,1,141,5292,917,0
0,0.53,1,0.02,1,10,0,0,9,16,673,1
1,0.25,1,0.08,1,52,0,0,578,1461,634,0
0,0.56,0,0.35,1,8,0,0,0,27,104,1
0,0.65,0,0.41,1,16,0,0,8,44,1117,1
1,0.06,2,0.0,0,130,0,1,292,9531,501,0
1,0.25,2,0.07,0,120,0,0,723,3309,258,0
1,0.07,2,0.07,0,79,0,1,905,8747,592,0
1,0.81,0,0.45,1,11,0,1,19,35,391,1
1,0.05,2,0.06,0,107,1,0,691,4270,769,0
0,0.52,1,0.06,1,15,0,1,18,57,1866,1
0,0.78,0,0.4,1,5,0,0,13,81,408,1
0,0.51,0,0.02,0,8,1,0,9,56,374,1
0,0.62,0,0.46,0,4,0,0,15,75,579,1
1,0.56,1,0.39,1,16,0,0,7,34,771,1
0,0.91,0,0.48,1,7,1,0,17,47,1066,1
0,0.77,0,0.46,1,0,0,0,7,100,720,1
1,0.14,2,0.02,0,88,0,1,757,8765,969,0
1,0.2,3,0.04,0,126,0,1,240,878,472,0
1,0.08,4,0.07,0,34,0,1,290,6027,148,0
1,0.03,1,0.07,0,48,1,1,645,4137,464,0
0,0.85,1,0.27,0,13,0,0,15,73,261,1
1,0.09,2,0.08,0,126,0,1,683,5930,329,0
0,0.94,0,0.26,1,2,0,0,17,36,1995,1
1,0.22,1,0.02,0,126,1,1,510,1008,143,0
0,0.56,0,0.04,1,9,0,0,12,84,158,1
0,0.91,1,0.07,1,17,0,0,10,40,1520,1
1,0.01,3,0.03,0,113,1,0,510,5706,862,0
1,0.3,2,0.07,0,52,1,1,451,6404,256,0
0,0.67,0,0.0,1,19,0,0,0,69,497,1
1,0.11,3,0.1,0,89,0,0,56,6039,422,0
1,0.28,4,0.06,0,112,0,0,124,7269,867,0
1,0.84,0,0.06,0,16,0,1,4,61,268,1
0,0.55,1,0.3,1,3,0,1,5,64,132,1
1,0.28,1,0.05,0,67,1,1,708,1930,787,0
0,0.56,1,0.31,1,1,0,1,13,55,971,1
0,0.83,1,0.02,1,12,0,1,12,88,842,1
1,0.27,4,0.02,0,97,0,1,672,5812,900,0
1,0.01,2,0.03,0,137,1,1,618,6244,158,0
1,0.1,1,0.07,1,126,1,0,860,3801,908,0
1,0.11,4,0.01,0,59,1,1,597,2244,906,0
1,0.9,0,0.06,1,11,0,0,2,68,1661,1
1,0.64,1,0.09,1,13,0,0,13,50,1845,1
1,0.96,1,0.11,1,4,0,1,17,39,287,1
0,0.67,1,0.13,0,20,0,0,14,85,357,1
1,0.17,2,0.05,0,127,1,0,143,3658,108,0
1,0.25,3,0.1,0,62,0,1,66,3301,165,0
0,0.85,1,0.32,1,11,0,1,8,74,1375,1
0,0.83,1,0.41,1,18,0,1,3,29,1524,1
0,0.91,0,0.21,1,6,0,1,19,50,587,1
0,0.67,0,0.21,1,20,0,1,20,26,110,1
1,0.19,2,0.09,0,101,0,0,606,9885,439,0
1,0.28,2,0.05,0,23,0,1,313,1214,220,0
0,0.61,1,0.44,1,9,0,0,14,83,1290,1
1,0.03,1,0.09,1,150,1,1,809,1314,579,0
1,0.09,2,0.05,0,107,1,1,735,7555,423,0
1,0.03,1,0.06,0,41,0,1,829,7608,239,0
1,0.07,4,0.08,0,114,1,1,476,1513,266,0
0,0.67,0,0.27,0,12,0,1,16,50,1507,1
0,0.83,1,0.31,1,19,1,0,9,72,1128,1
0,0.89,1,0.42,1,20,0,0,10,97,1974,1
1,0.18,3,0.0,0,59,1,1,558,5682,161,0
0,0.56,0,0.37,1,17,0,0,18,84,114,1
1,0.0,2,0.1,0,139,1,0,993,4413,278,0
0,0.97,0,0.0,1,6,0,1,16,35,1301,1
1,0.14,1,0.01,0,125,0,1,54,9391,244,0
1,0.09,4,0.1,0,105,1,0,529,5079,574,0
1,0.65,0,0.24,1,18,0,0,17,37,408,1
1,0.05,4,0.02,0,101,1,1,575,1831,752,0
1,0.08,1,0.05,0,77,0,1,345,5273,762,0
1,0.21,1,0.08,0,117,1,1,602,6478,650,0
0,0.59,0,0.01,1,15,0,1,6,75,1847,1
1,0.22,3,0.09,0,39,1,1,196,2489,831,0
1,0.79,0,0.09,0,7,0,0,8,61,582,1
1,0.07,3,0.08,1,120,0,0,266,8343,770,0
0,0.89,1,0.34,1,16,0,0,15,75,1301,1
0,0.87,0,0.32,0,20,0,1,13,14,753,1
0,0.77,1,0.14,1,18,0,1,1,64,1757,1
1,0.05,3,0.03,1,122,1,1,359,5600,714,0
0,0.58,1,0.36,1,6,0,0,14,44,1226,1
1,0.08,3,0.08,0,127,0,1,907,7416,681,0
1,0.08,3,0.06,0,116,1,0,994,2226,360,0
1,0.02,2,0.04,0,31,1,1,196,5181,954,0
1,0.04,4,0.07,0,76,0,1,197,3400,917,0
1,0.02,1,0.06,1,83,0,1,269,3866,285,0
1,0.76,1,0.35,1,5,0,0,0,52,1452,1
1,0.13,2,0.04,0,96,0,0,584,5542,218,0
0,0.66,0,0.2,1,2,0,1,8,25,545,1
1,0.12,2,0.08,0,27,1,0,362,8654,721,0
1,0.79,1,0.42,1,11,0,0,16,16,1035,1
1,0.54,1,0.31,1,2,0,1,2,94,210,1
1,0.14,4,0.01,0,40,1,1,246,1317,660,0
0,0.59,0,0.45,1,7,0,0,10,16,931,1
1,0.12,2,0.05,0,78,1,0,767,6867,370,0
1,0.15,1,0.08,0,86,1,1,135,2951,550,0
1,0.12,3,0.03,0,114,0,1,154,5894,320,0
0,0.54,1,0.13,1,18,0,0,20,71,929,1
1,0.86,0,0.43,1,12,0,1,0,62,1308,1
1,0.02,1,0.03,0,26,0,1,108,6069,134,0
1,0.22,3,0.1,0,133,1,1,118,7183,600,0
1,0.81,0,0.41,1,12,0,0,8,93,931,1
1,0.64,1,0.24,1,16,0,0,6,61,895,1
1,0.86,1,0.25,1,7,0,1,4,37,195,1
0,0.68,1,0.35,1,16,0,0,20,73,451,1
0,0.75,1,0.31,1,8,0,1,5,73,715,1
1,0.85,1,0.12,1,13,0,0,19,17,1687,1
1,0.0,1,0.05,0,67,0,1,899,5392,328,0
0,0.97,0,0.47,1,3,0,0,10,59,1658,1
1,1.0,0,0.29,1,7,0,1,11,45,1059,1
1,0.23,3,0.02,0,109,1,0,864,278,967,0
1,0.69,1,0.18,1,15,0,1,16,79,1496,1
0,0.94,0,0.41,1,15,0,0,4,19,884,1
1,0.82,0,0.09,0,12,0,0,8,78,847,1
1,0.06,3,0.02,0,20,0,0,744,5437,608,0
1,0.05,3,0.02,0,56,0,1,848,2890,818,0
0,0.62,1,0.13,0,20,0,0,6,24,165,1
0,0.69,0,0.02,1,19,0,0,10,10,1748,1
0,0.72,1,0.47,1,7,1,1,1,23,588,1
0,0.86,0,0.22,0,13,0,0,17,98,823,1
1,0.95,0,0.33,1,1,0,0,12,22,384,1
1,0.18,4,0.06,0,60,1,0,85,8682,235,0
1,0.09,4,0.05,0,101,0,0,469,8931,403,0
1,0.02,3,0.02,0,48,1,1,871,5204,719,0
1,0.07,2,0.06,0,60,0,1,909,8838,695,0
1,0.61,0,0.24,1,1,0,1,10,93,1503,1
1,0.15,4,0.03,0,81,1,1,811,8159,673,0
1,0.08,1,0.07,0,122,0,1,942,6716,620,0
0,0.84,0,0.16,0,13,0,0,3,71,839,1
0,0.75,1,0.35,0,5,0,0,20,56,1746,1
1,0.29,2,0.02,0,109,0,1,512,1621,394,0
1,0.97,1,0.32,0,15,0,1,16,90,1999,1
1,0.2,4,0.09,0,119,0,1,908,6188,424,0
0,0.56,1,0.18,1,1,0,0,3,85,1614,1
0,0.9,0,0.5,1,5,0,1,20,81,164,1
0,0.73,0,0.15,0,7,0,0,2,84,1270,1
1,0.12,2,0.09,0,81,0,0,280,6435,323,0
0,0.82,0,0.32,1,9,0,0,6,84,105,1
0,0.64,0,0.15,0,10,0,0,3,10,536,1
1,0.13,4,0.02,1,37,0,1,76,7098,990,0
0,0.91,0,0.47,0,11,0,1,5,31,157,1
1,0.25,1,0.03,0,78,1,0,135,7448,356,0
1,0.17,3,0.08,0,146,1,0,599,8070,274,0
1,0.78,1,0.46,1,2,1,0,9,26,539,1
1,0.18,3,0.0,0,150,1,1,306,9689,354,0
0,0.76,1,0.16,1,5,0,1,15,98,508,1
1,0.98,1,0.24,1,7,0,1,1,62,1843,1
0,0.75,0,0.35,1,17,1,0,17,21,222,1
0,0.68,1,0.37,0,11,0,0,10,72,524,1
0,0.82,1,0.04,1,12,0,0,2,46,1822,1
1,0.15,4,0.04,0,37,1,1,338,7107,336,0
0,0.81,1,0.14,1,19,0,1,3,68,1207,1
0,0.96,1,0.41,1,11,0,0,18,32,229,1
1,0.28,1,0.08,1,108,0,1,780,6244,452,0
1,0.27,3,0.01,0,34,0,1,563,2155,754,0
1,0.14,3,0.06,0,65,0,1,448,7187,238,0
1,0.1,1,0.09,0,58,1,1,476,1417,693,0
1,0.18,3,0.01,0,92,1,1,218,4267,897,0
1,0.17,2,0.08,0,107,0,1,405,8282,972,0
1,0.28,1,0.04,0,72,1,1,747,3815,309,0
1,0.12,4,0.02,0,115,0,1,583,8117,867,0
0,0.75,0,0.04,1,12,0,0,6,31,1161,1
1,0.62,0,0.46,1,6,0,1,2,21,1516,1
1,0.29,4,0.09,0,58,0,1,798,3808,306,0
0,0.59,1,0.09,0,5,0,1,20,67,1456,1
1,0.12,3,0.07,0,67,0,1,262,1920,494,0
0,0.99,0,0.05,0,2,0,0,18,86,1260,1
0,0.51,1,0.11,1,6,0,1,7,75,865,1
1,0.13,1,0.0,0,42,0,1,950,4929,213,0
1,0.1,4,0.0,0,135,0,1,398,1362,544,0
1,0.29,3,0.08,0,85,0,1,203,9518,842,0
1,0.7,0,0.26,1,11,0,0,20,19,1600,1
0,0.6,0,0.09,0,8,0,0,1,18,228,1
1,0.17,2,0.1,0,67,0,1,111,5322,143,0
1,0.79,1,0.18,1,8,0,0,17,85,1423,1
1,0.04,2,0.03,0,38,0,0,920,1854,187,0
1,0.09,4,0.06,0,138,0,0,970,5297,599,0
1,0.9,1,0.21,0,12,0,0,18,13,1940,1
0,0.57,0,0.27,1,6,0,1,7,39,282,1
1,0.98,0,0.1,1,0,0,0,3,91,498,1
1,0.23,4,0.06,0,41,1,1,287,5665,688,0
1,0.28,1,0.05,0,103,1,1,746,6924,543,0
0,0.85,0,0.48,1,4,0,0,1,23,397,1
1,0.21,1,0.09,0,80,1,1,765,5942,613,0
1,0.04,3,0.01,0,29,1,1,961,1969,879,0
1,0.02,2,0.05,1,82,1,0,286,4610,998,0
1,0.04,3,0.03,0,27,0,1,234,6952,483,0
1,0.27,2,0.0,0,149,1,1,925,9511,781,0
1,0.03,2,0.07,0,22,1,1,743,1091,968,0
1,0.21,1,0.09,0,146,1,1,984,8476,333,0
0,0.7,1,0.36,0,12,0,0,4,53,1124,1
0,0.7,1,0.41,1,10,0,0,9,53,1434,1
0,1.0,1,0.21,1,6,0,0,10,94,121,1
0,0.65,1,0.1,1,12,0,1,12,57,1210,1
1,0.19,2,0.05,0,27,1,1,641,5641,224,0
1,0.23,3,0.09,0,43,1,1,254,2485,380,0
1,0.22,3,0.06,0,93,1,1,973,7923,167,0
0,0.99,1,0.37,1,11,0,1,16,42,1629,1
1,0.29,1,0.03,0,125,1,1,294,6473,149,0
1,0.08,4,0.08,1,143,0,1,631,501,857,0
0,0.75,0,0.25,1,10,0,0,5,69,550,1
0,0.8,0,0.39,1,0,0,0,11,53,126,1
0,0.51,1,0.42,1,10,0,1,18,26,551,1
0,0.51,0,0.28,0,2,0,0,0,10,892,1
1,0.1,3,0.04,0,126,1,1,396,6438,458,0
1,0.56,1,0.06,1,17,0,0,20,89,1270,1
0,0.92,0,0.14,1,1,0,1,8,78,1407,1
1,0.11,1,0.02,0,142,1,1,416,9482,948,0
1,0.58,0,0.41,1,16,0,0,7,37,1041,1
1,0.18,2,0.07,0,73,0,0,296,1598,844,0
1,0.1,1,0.03,0,139,1,1,704,1266,891,0
1,0.03,2,0.07,0,85,0,1,330,1940,603,0
1,0.19,4,0.0,0,24,0,0,565,7524,386,0
1,0.72,1,0.25,1,1,0,1,18,74,1165,1
1,0.21,4,0.06,1,106,0,1,553,2665,160,0
1,0.14,4,0.03,1,121,1,1,228,7593,506,0
1,0.76,0,0.0,1,19,0,1,12,85,1948,1
1,0.14,2,0.04,0,23,1,1,567,3306,472,0
1,0.53,0,0.05,1,15,0,0,8,26,914,1
0,0.61,0,0.29,1,2,0,1,13,29,964,1
1,0.2,2,0.06,0,41,1,1,617,6982,288,0
1,0.07,2,0.08,1,35,1,1,730,7186,744,0
1,0.01,3,0.03,0,22,0,1,82,4857,103,0
0,0.52,1,0.03,1,7,0,0,15,92,1471,1
1,0.29,4,0.06,0,70,1,0,232,3449,880,0
1,0.22,2,0.05,0,21,0,0,587,6335,823,0
1,0.77,0,0.36,0,0,0,0,7,72,160,1
1,0.86,1,0.26,1,18,0,1,20,95,1901,1
1,0.12,3,0.09,0,93,1,1,567,3552,530,0
0,0.9,1,0.14,0,14,0,0,9,93,1902,1
1,0.99,1,0.13,0,12,0,0,6,10,1416,1
0,0.54,0,0.34,1,4,0,1,16,31,597,1
0,0.64,1,0.08,1,13,0,0,8,17,1961,1
0,0.96,0,0.23,1,6,0,1,9,89,307,1
1,0.11,4,0.06,0,79,1,1,606,1916,237,0
0,0.78,1,0.38,1,1,0,0,18,74,1708,1
0,0.79,0,0.46,0,2,0,0,14,70,627,1
1,0.09,4,0.1,0,67,0,1,374,3092,365,0
0,0.54,1,0.15,1,12,0,0,14,48,1419,1
1,0.18,3,0.07,0,60,0,0,994,2052,264,0
0,0.66,1,0.27,1,16,0,0,0,93,478,1
1,0.07,1,0.06,0,53,1,1,281,3624,315,0
0,0.74,0,0.41,1,8,1,0,14,47,1798,1
0,0.86,1,0.35,1,3,0,0,8,79,1543,1
0,0.93,0,0.19,1,7,0,0,14,11,308,1
1,0.18,4,0.06,0,135,1,1,218,2414,534,0
1,0.25,4,0.06,0,43,0,0,682,4005,953,0
0,0.56,0,0.37,1,3,0,0,14,28,1437,1
1,0.19,3,0.1,0,128,0,1,873,4052,570,0
0,0.77,1,0.05,1,5,1,0,6,18,1446,1
0,0.96,1,0.22,1,12,1,0,8,95,1294,1
1,0.23,1,0.08,0,149,1,1,767,4466,633,0
1,0.25,1,0.1,0,103,0,1,366,7700,820,0
1,0.89,0,0.5,1,3,1,0,18,24,1095,1
0,0.99,0,0.41,1,4,0,1,20,27,1623,1
0,0.64,1,0.24,1,1,0,1,9,24,208,1
1,0.03,4,0.0,0,116,1,0,762,2669,217,0
1,0.03,3,0.09,0,92,0,0,817,8421,687,0
1,0.57,0,0.42,1,11,0,0,16,90,952,1
0,0.66,1,0.16,1,2,0,1,4,96,1218,1
1,0.28,3,0.09,0,65,1,1,404,611,203,0
1,0.11,3,0.01,0,127,1,1,178,8699,736,0
1,0.11,2,0.06,0,121,0,0,273,5586,870,0
1,0.8,0,0.39,1,19,0,1,2,98,1447,1
0,0.86,0,0.11,1,6,0,0,4,45,1593,1
0,0.91,1,0.22,1,16,0,1,2,84,762,1
1,0.22,2,0.02,0,109,1,0,761,3453,753,0
1,0.55,1,0.22,1,16,0,1,13,41,830,1
1,0.95,1,0.0,1,4,0,0,16,84,1409,1
0,0.68,0,0.07,1,14,0,1,1,18,1784,1
0,0.84,0,0.09,1,20,0,0,9,55,1183,1
0,0.96,1,0.33,1,8,0,1,19,96,1636,1
1,0.14,1,0.04,1,75,0,1,515,4717,655,0
1,0.07,2,0.09,0,59,0,1,700,2136,458,0
0,0.71,0,0.5,1,7,0,1,9,91,1354,1
1,0.14,3,0.02,0,128,1,1,157,241,567,0
1,0.03,3,0.1,0,109,0,0,916,917,702,0
1,0.59,0,0.25,1,3,0,0,1,59,620,1
0,0.93,0,0.29,1,6,0,0,4,81,1491,1
1,0.19,4,0.09,0,98,0,1,937,9838,677,0
1,0.15,2,0.04,0,56,1,1,478,1359,317,0
1,0.03,2,0.05,0,45,0,0,742,6699,872,0
1,0.51,1,0.16,1,19,1,1,13,85,498,1
0,0.64,0,0.48,1,5,0,1,6,62,491,1
1,0.85,1,0.3,1,15,0,0,10,86,1314,1
1,0.6,0,0.48,0,20,0,0,1,86,1221,1
1,0.03,2,0.04,1,61,0,0,248,5507,600,0
1,0.77,0,0.14,1,6,0,0,8,32,849,1
1,0.28,4,0.07,0,148,1,1,780,1290,219,0
0,0.72,0,0.43,1,0,0,1,0,65,1481,1
1,0.21,1,0.06,0,121,1,1,288,5327,857,0
1,0.18,3,0.02,0,123,0,1,340,8754,157,0
1,0.01,3,0.09,0,58,0,1,51,5129,526,0
1,0.17,1,0.04,0,39,1,1,896,1539,196,0
1,0.22,1,0.0,1,60,0,1,603,3968,292,0
1,0.01,2,0.07,0,132,1,1,131,9935,704,0
1,0.06,1,0.07,1,59,1,1,684,7277,748,0
1,0.13,2,0.02,1,146,1,0,513,7155,617,0
1,0.17,1,0.01,0,62,0,1,666,830,207,0
0,0.73,1,0.08,1,18,0,0,19,28,1664,1
1,0.15,2,0.07,0,108,0,1,957,3613,841,0
1,0.95,0,0.06,1,20,0,1,4,11,1595,1
0,0.58,0,0.07,1,8,0,1,20,91,1452,1
1,0.26,4,0.04,0,70,1,1,207,8834,814,0
1,0.13,1,0.06,0,36,1,0,912,5726,1000,0
1,0.17,3,0.09,0,110,0,1,750,3511,466,0
0,0.7,0,0.03,1,8,0,0,18,85,1209,1
1,0.18,2,0.07,0,39,1,0,313,4032,583,0
1,0.27,1,0.06,0,97,0,1,939,2431,130,0
1,0.57,1,0.44,0,19,0,0,0,91,359,1
1,0.15,1,0.09,0,126,1,1,99,9089,619,0
1,0.01,3,0.02,1,109,0,1,359,5367,600,0
1,0.14,3,0.06,0,124,1,1,880,9300,990,0
1,0.1,2,0.03,0,82,1,0,674,9843,315,0
1,0.97,0,0.16,1,5,0,0,19,29,1758,1
1,0.09,3,0.07,0,125,1,1,146,2442,805,0
1,0.0,1,0.09,0,93,1,0,328,3948,301,0
1,0.27,1,0.08,0,93,0,1,905,9362,316,0
1,0.27,1,0.06,0,75,0,1,689,7996,134,0
1,0.15,2,0.06,0,127,0,1,821,382,648,0
1,0.11,4,0.01,0,82,1,1,765,6683,560,0
1,0.26,3,0.02,0,63,1,0,529,9973,946,0
1,0.18,4,0.06,0,75,0,0,933,2052,905,0
1,0.13,1,0.06,0,107,0,0,351,9698,648,0
1,0.15,3,0.04,0,115,0,0,257,9690,110,0
1,0.22,2,0.04,0,76,1,1,841,1669,687,0
0,0.72,1,0.22,1,13,0,1,17,83,1991,1
0,0.56,0,0.46,1,7,0,0,4,25,421,1
1,0.23,4,0.06,0,143,1,1,958,4405,597,0
1,0.19,1,0.08,0,88,1,1,781,9145,382,0
1,0.18,3,0.08,0,86,1,0,142,3064,940,0
1,0.24,4,0.09,0,49,1,1,122,6783,627,0
1,0.11,1,0.09,1,24,1,1,285,5917,514,0
1,0.07,2,0.01,0,120,0,0,273,7363,540,0
1,0.24,2,0.01,0,69,1,1,823,1902,759,0
0,0.79,0,0.38,1,17,0,0,11,61,530,1
1,0.22,2,0.02,0,140,1,1,345,8156,428,0
0,0.92,0,0.22,1,6,0,1,2,38,1334,1
1,0.17,3,0.02,0,67,0,0,51,3629,914,0
0,0.93,1,0.05,1,13,0,0,20,29,145,1
1,0.02,1,0.08,0,96,1,0,793,472,171,0
1,0.18,2,0.07,0,139,1,1,177,6531,653,0
0,0.75,0,0.24,1,20,1,0,7,88,436,1
0,0.87,1,0.02,1,7,0,0,13,100,1765,1
1,0.01,4,0.01,0,44,0,1,591,278,139,0
0,0.73,1,0.08,1,20,0,1,11,11,420,1
1,0.66,1,0.01,1,17,0,1,10,46,165,1
1,0.21,4,0.1,0,92,1,0,284,8042,370,0
1,0.18,2,0.07,0,74,0,1,666,6730,531,0
1,0.01,2,0.06,0,20,1,1,329,8153,941,0
0,0.69,1,0.29,1,20,0,0,10,20,1318,1
0,0.56,0,0.09,1,3,0,0,19,89,116,1
1,0.22,4,0.01,0,141,0,1,614,5378,934,0
1,0.17,1,0.06,0,119,1,1,190,9923,330,0
1,0.23,1,0.0,0,27,1,0,223,1396,596,0
1,0.13,3,0.09,0,137,0,1,566,372,144,0
1,0.85,0,0.17,0,19,0,1,12,63,989,1
1,0.18,3,0.04,0,118,1,0,886,9040,586,0
1,0.3,2,0.09,0,139,0,1,951,7455,784,0
0,0.71,0,0.35,1,4,0,1,3,79,129,1
0,0.61,0,0.32,0,16,0,0,16,11,1935,1
0,0.76,0,0.04,1,1,0,0,11,99,1066,1
1,0.23,3,0.04,0,26,1,1,813,3783,447,0
1,0.15,4,0.06,0,102,1,1,569,5897,982,0
1,0.14,2,0.1,0,21,1,0,396,2184,338,0
1,0.08,4,0.08,0,54,0,1,524,1977,536,0
1,0.14,3,0.01,0,124,0,0,158,2878,468,0
1,0.02,2,0.05,0,32,0,1,58,6401,543,0
1,0.15,2,0.02,0,99,0,1,410,9176,590,0
1,0.12,1,0.1,0,148,1,1,335,7098,453,0
1,0.87,0,0.14,1,12,0,1,5,58,1036,1
1,0.3,4,0.06,0,99,1,1,349,4508,760,0
0,0.75,0,0.22,1,6,0,0,10,38,624,1
1,0.15,4,0.03,0,76,0,1,567,7627,667,0
0,0.76,1,0.2,1,13,0,0,3,86,818,1
0,0.58,0,0.43,1,3,0,1,1,48,666,1
0,0.89,0,0.15,1,14,0,0,4,84,162,1
1,0.06,4,0.06,0,117,0,0,996,1669,859,0
1,0.01,2,0.09,0,125,0,1,729,3868,576,0
0,0.51,1,0.31,1,7,0,0,0,52,1166,1
0,0.59,0,0.36,1,11,0,0,5,61,1105,1
0,0.52,1,0.24,1,9,0,0,3,30,267,1
1,0.15,3,0.0,0,131,1,1,333,5280,500,0
1,0.15,3,0.02,0,96,0,0,623,5130,708,0
0,0.88,0,0.23,1,1,0,0,4,26,701,1
0,0.74,1,0.48,1,5,1,1,18,45,1343,1
1,0.07,1,0.01,0,31,0,1,457,779,881,0
1,0.22,3,0.07,0,101,1,0,885,6861,349,0
1,0.24,4,0.09,0,138,1,1,443,1561,485,0
0,0.69,0,0.16,1,7,0,1,19,35,1936,1
1,0.3,1,0.05,0,141,0,1,787,4284,133,0
1,0.07,2,0.1,0,28,0,1,667,2561,819,0
1,0.22,3,0.09,0,144,1,1,617,3512,733,0
0,0.53,1,0.4,1,4,0,1,10,98,658,1
1,0.13,3,0.09,0,104,1,0,342,5025,521,0
0,0.88,1,0.38,1,8,0,0,1,75,1182,1
1,0.6,1,0.41,1,9,0,0,5,96,901,1
0,0.61,1,0.11,1,7,0,0,20,87,635,1
1,0.28,2,0.01,0,140,0,1,848,1133,869,0
0,0.8,0,0.26,1,5,1,1,19,80,1614,1
1,0.99,0,0.28,0,0,0,1,5,95,1005,1
0,0.81,0,0.18,1,15,0,0,5,59,1805,1
1,0.24,3,0.02,0,102,1,0,181,3400,854,0
1,0.0,3,0.09,1,74,1,1,727,4612,562,0
1,0.69,0,0.21,1,5,0,0,14,80,560,1
0,0.87,1,0.27,0,17,0,0,15,13,1494,1
1,0.09,1,0.0,0,98,1,1,909,2167,149,0
1,0.78,0,0.32,1,7,0,1,8,48,759,1
0,0.63,0,0.32,1,3,0,0,16,89,761,1
1,0.19,3,0.06,1,60,0,0,795,3550,742,0
1,0.08,2,0.09,0,26,1,1,805,584,766,0
1,0.11,3,0.05,0,40,1,1,162,6373,283,0
1,0.21,3,0.04,0,77,0,1,993,5171,380,0
0,0.59,0,0.24,0,2,0,1,8,57,1249,1
1,0.68,0,0.01,1,14,0,0,13,57,1509,1
1,0.18,2,0.03,0,99,0,0,655,6770,810,0
1,0.17,1,0.09,0,133,0,1,804,3308,144,0
1,0.29,4,0.04,0,94,0,1,557,2246,348,0
0,0.76,1,0.38,0,2,0,0,10,44,922,1
1,0.18,3,0.01,0,147,0,1,576,3218,214,0
1,0.29,2,0.0,0,28,1,0,830,2980,166,0
0,0.94,0,0.25,1,10,0,0,10,71,568,1
0,0.72,0,0.18,1,17,0,0,15,55,408,1
1,0.12,1,0.03,0,30,0,1,401,1200,402,0
0,0.64,1,0.49,0,17,0,1,8,21,140,1
1,0.2,3,0.09,0,90,0,1,344,6977,342,0
1,0.24,4,0.05,0,140,1,1,626,8029,320,0
0,0.76,0,0.0,1,19,0,0,20,88,634,1
0,0.87,0,0.47,0,9,0,1,1,35,1433,1
1,0.26,2,0.01,0,45,1,1,238,4744,427,0
1,0.1,3,0.05,1,55,1,1,232,8630,679,0
1,0.22,1,0.08,0,97,0,1,271,5414,454,0
1,0.65,1,0.4,0,13,0,0,10,50,287,1
1,0.94,0,0.33,1,20,0,0,17,29,1702,1
1,0.05,2,0.04,0,55,0,1,904,3394,829,0
1,0.16,4,0.02,0,90,0,1,346,9308,271,0
1,0.0,3,0.06,1,101,0,1,768,6253,321,0
1,0.19,4,0.01,0,123,0,1,437,5592,701,0
0,0.51,0,0.18,1,14,0,1,15,87,1723,1
1,0.18,4,0.02,0,98,1,0,569,789,377,0
1,0.06,4,0.04,1,96,1,1,250,2285,456,0
0,0.71,1,0.22,1,4,0,1,12,53,1799,1
1,0.84,1,0.43,1,3,1,1,20,81,413,1
1,0.29,2,0.06,0,88,0,1,913,2989,427,0
1,0.16,2,0.02,0,113,0,1,282,7320,848,0
1,0.12,2,0.08,0,117,0,0,255,1685,872,0
0,0.56,0,0.09,1,10,0,1,0,33,469,1
1,0.15,2,0.09,0,107,0,1,56,9624,405,0
0,0.81,0,0.13,1,6,0,0,12,64,328,1
1,0.14,4,0.03,0,67,1,1,888,9746,935,0
1,0.1,4,0.07,0,33,1,1,621,7460,176,0
1,0.18,2,0.03,0,120,1,1,214,4885,309,0
0,0.64,0,0.26,1,4,0,1,3,49,187,1
0,0.8,0,0.06,1,6,0,1,13,67,843,1
1,0.29,2,0.01,1,85,0,1,490,4138,535,0
1,0.3,4,0.01,0,129,1,0,949,5267,496,0
1,0.26,4,0.1,0,37,1,0,357,989,528,0
0,0.9,1,0.26,1,13,0,0,4,10,154,1
1,0.01,1,0.09,0,28,0,0,140,8399,262,0
1,0.24,2,0.01,0,42,0,1,400,1141,313,0
1,0.2,1,0.1,0,96,1,1,722,2772,529,0
1,0.25,4,0.04,0,93,0,0,213,3078,363,0
1,0.24,3,0.04,0,71,0,0,387,3313,526,0
1,0.14,2,0.01,1,136,1,1,562,6022,940,0
1,0.19,2,0.02,0,140,1,0,404,6580,894,0
0,0.55,0,0.27,0,13,0,0,14,67,1983,1
1,0.94,0,0.23,1,2,0,0,16,63,1862,1
1,0.76,1,0.47,1,7,0,0,9,50,745,1
0,0.6,0,0.08,1,3,1,0,11,14,1638,1
0,0.57,0,0.44,1,12,0,1,11,97,960,1
1,1.0,1,0.37,1,18,0,1,1,77,836,1
0,0.52,1,0.24,1,1,0,1,18,97,582,1
0,0.61,0,0.32,1,19,0,1,1,69,124,1
1,0.22,2,0.07,0,98,0,1,782,6200,544,0
1,0.23,4,0.07,0,21,1,1,227,9655,290,0
1,0.14,4,0.01,1,47,0,1,591,8544,525,0
1,0.24,2,0.05,0,60,0,1,153,9278,341,0
0,0.69,0,0.05,1,18,0,1,10,17,479,1
1,0.27,3,0.02,0,97,0,1,488,3906,966,0
1,0.21,4,0.06,0,42,0,1,358,2933,242,0
